GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
NCD_BMI_PLUS2C,"Obesity among children and adolescents, BMI-for-age > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,1997,1997,1997,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_BTSX,Both sexes,11.845708,11.8 [8.7-15.4],8.6633235,15.440185
NCD_BMI_PLUS2C,"Obesity among children and adolescents, BMI-for-age > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2013,2013,2013,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_MLE,Male,20.654188,20.7 [16.5-25.3],16.484046,25.251237
NCD_BMI_PLUS2C,"Obesity among children and adolescents, BMI-for-age > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2006,2006,2006,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_FMLE,Female,12.85294,12.9 [10.1-15.8],10.139713,15.790081
NCD_BMI_30C,"Obesity among adults, BMI ≥ 30 kg/m2 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-adults-bmi--30-%28crude-estimate%29-%28-%29,2020,2020,2020,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_MLE,Male,28.252047,28.3 [24.0-32.8],23.969725,32.807019
NCD_BMI_MINUS2C,"Thinness among children and adolescents, BMI-for-age < -2 standard deviations below the median (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,1994,1994,1994,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_MLE,Male,4.1011158,4.1 [1.4-9.0],1.3750819,8.9586049
NCD_BMI_PLUS2C,"Obesity among children and adolescents, BMI-for-age > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2017,2017,2017,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_FMLE,Female,15.283124,15.3 [8.2-24.1],8.2154527,24.083194
NCD_BMI_18A,"Underweight among adults, BMI < 18.5 kg/m2 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,2006,2006,2006,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_FMLE,Female,2.3991177,2.4 [1.7-3.2],1.7080834,3.2285597
NCD_BMI_PLUS2C,"Obesity among children and adolescents, BMI-for-age > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2011,2011,2011,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_BTSX,Both sexes,15.984622,16.0 [10.8-22.0],10.802277,22.00564
NCD_BMI_PLUS2C,"Obesity among children and adolescents, BMI-for-age > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,1995,1995,1995,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_BTSX,Both sexes,10.75992,10.8 [7.5-14.5],7.4544758,14.511757
NCD_BMI_MINUS2C,"Thinness among children and adolescents, BMI-for-age < -2 standard deviations below the median (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2011,2011,2011,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_FMLE,Female,2.8885536,2.9 [1.1-6.0],1.0736906,6.0346462
NCD_BMI_18C,"Underweight among adults, BMI < 18.5 kg/m2 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28crude-estimate%29-%28-%29,1998,1998,1998,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_BTSX,Both sexes,3.5956204,3.6 [2.5-4.9],2.5295591,4.9434166
NCD_BMI_PLUS2C,"Obesity among children and adolescents, BMI-for-age > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2021,2021,2021,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_MLE,Male,23.501365,23.5 [16.5-30.7],16.547363,30.715799
NCD_BMI_30A,"Obesity among adults, BMI ≥ 30 kg/m2 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-adults-bmi--30-%28age-standardized-estimate%29-%28-%29,2012,2012,2012,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_MLE,Male,27.444685,27.4 [24.6-30.5],24.58224,30.4667
NCD_BMI_MINUS2C,"Thinness among children and adolescents, BMI-for-age < -2 standard deviations below the median (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2002,2002,2002,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_MLE,Male,4.7958478,4.8 [3.1-7.0],3.0821759,6.9600664
NCD_BMI_MINUS2C,"Thinness among children and adolescents, BMI-for-age < -2 standard deviations below the median (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2000,2000,2000,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_BTSX,Both sexes,3.4904543,3.5 [1.7-6.1],1.7465284,6.1396621
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2022,2022,2022,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_FMLE,Female,28,28.0 [11.2-53.1],11.2,53.1
NCD_BMI_MINUS2C,"Thinness among children and adolescents, BMI-for-age < -2 standard deviations below the median (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2015,2015,2015,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_FMLE,Female,2.8596148,2.9 [1.1-6.0],1.0553015,5.9825979
NCD_BMI_MINUS2C,"Thinness among children and adolescents, BMI-for-age < -2 standard deviations below the median (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2005,2005,2005,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_BTSX,Both sexes,3.8371891,3.8 [2.8-5.1],2.8059622,5.1384725
NCD_BMI_18C,"Underweight among adults, BMI < 18.5 kg/m2 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28crude-estimate%29-%28-%29,2008,2008,2008,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_BTSX,Both sexes,2.6223857,2.6 [1.9-3.5],1.9437497,3.4520529
NCD_BMI_PLUS2C,"Obesity among children and adolescents, BMI-for-age > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2002,2002,2002,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_FMLE,Female,11.387371,11.4 [7.8-15.6],7.8369111,15.581185
NCD_BMI_MINUS2C,"Thinness among children and adolescents, BMI-for-age < -2 standard deviations below the median (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,1992,1992,1992,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_BTSX,Both sexes,5.0282437,5.0 [3.1-7.6],3.0758334,7.5617768
NCD_BMI_PLUS2C,"Obesity among children and adolescents, BMI-for-age > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2012,2012,2012,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_MLE,Male,18.708296,18.7 [10.7-28.0],10.697621,28.020209
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-children-under-5-years-number,2013,2013,2013,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_BTSX,Both sexes,98.213,98 [45-176],45,176
NCD_BMI_PLUS1C,"Overweight among children and adolescents, BMI-for-age > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2020,2020,2020,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_FMLE,Female,39.426708,39.4 [33.0-45.9],32.950503,45.902234
NCD_BMI_PLUS2C,"Obesity among children and adolescents, BMI-for-age > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2010,2010,2010,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_BTSX,Both sexes,17.45861,17.5 [15.5-19.4],15.524065,19.418269
NCD_BMI_PLUS1C,"Overweight among children and adolescents, BMI-for-age > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,1996,1996,1996,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_MLE,Male,27.039465,27.0 [18.2-37.1],18.191379,37.101924
NCD_BMI_18C,"Underweight among adults, BMI < 18.5 kg/m2 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28crude-estimate%29-%28-%29,2013,2013,2013,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_BTSX,Both sexes,2.5343912,2.5 [1.9-3.3],1.8738437,3.3380948
NCD_BMI_PLUS2C,"Obesity among children and adolescents, BMI-for-age > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2009,2009,2009,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_BTSX,Both sexes,16.492526,16.5 [13.8-19.4],13.803986,19.400284
NCD_BMI_MINUS2C,"Thinness among children and adolescents, BMI-for-age < -2 standard deviations below the median (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,1998,1998,1998,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_BTSX,Both sexes,3.6720935,3.7 [1.8-6.5],1.8000247,6.4929046
NCD_BMI_18A,"Underweight among adults, BMI < 18.5 kg/m2 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,2009,2009,2009,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_BTSX,Both sexes,2.807156,2.8 [2.1-3.7],2.0956157,3.6621634
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-number-%28in-thousands%29,2009,2009,2009,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEVERITY,SEVERITY_TOTAL,Total,19.4,19.4 [8.7-35.3],8.7,35.3
NCD_BMI_PLUS2C,"Obesity among children and adolescents, BMI-for-age > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2021,2021,2021,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_FMLE,Female,16.368338,16.4 [8.3-26.2],8.2990378,26.249546
NCD_BMI_30C,"Obesity among adults, BMI ≥ 30 kg/m2 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-adults-bmi--30-%28crude-estimate%29-%28-%29,2011,2011,2011,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_BTSX,Both sexes,30.263147,30.3 [28.1-32.5],28.052902,32.482189
NCD_BMI_MINUS2C,"Thinness among children and adolescents, BMI-for-age < -2 standard deviations below the median (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,1994,1994,1994,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_BTSX,Both sexes,5.2374069,5.2 [3.5-7.4],3.4971539,7.3810153
NCD_BMI_PLUS1C,"Overweight among children and adolescents, BMI-for-age > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,1998,1998,1998,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_FMLE,Female,28.693917,28.7 [20.4-37.7],20.420387,37.739956
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-children-under-5-years-number,2006,2006,2006,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_BTSX,Both sexes,60.267,60 [28-113],28,113
NCD_BMI_PLUS2C,"Obesity among children and adolescents, BMI-for-age > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2007,2007,2007,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_FMLE,Female,13.133346,13.1 [10.5-16.0],10.486645,15.965244
NCD_BMI_PLUS1C,"Overweight among children and adolescents, BMI-for-age > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2008,2008,2008,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_BTSX,Both sexes,35.564053,35.6 [29.6-41.8],29.564387,41.767833
NCD_BMI_PLUS2C,"Obesity among children and adolescents, BMI-for-age > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2007,2007,2007,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_BTSX,Both sexes,15.844819,15.8 [13.1-18.8],13.102598,18.805809
NCD_BMI_18A,"Underweight among adults, BMI < 18.5 kg/m2 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,2014,2014,2014,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_FMLE,Female,2.5000254,2.5 [1.7-3.4],1.7326256,3.4219097
NCD_BMI_PLUS2C,"Obesity among children and adolescents, BMI-for-age > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2020,2020,2020,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_BTSX,Both sexes,18.792878,18.8 [12.4-25.8],12.415588,25.82562
NCD_BMI_PLUS2C,"Obesity among children and adolescents, BMI-for-age > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2010,2010,2010,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_BTSX,Both sexes,15.687582,15.7 [10.5-21.7],10.530518,21.65909
NCD_BMI_MINUS2C,"Thinness among children and adolescents, BMI-for-age < -2 standard deviations below the median (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,1996,1996,1996,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_BTSX,Both sexes,4.6160374,4.6 [3.1-6.6],3.0649098,6.6095509
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2009,2009,2009,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_FMLE,Female,384.5,384.5 [189.3-691.4],189.3,691.4
NCD_BMI_18A,"Underweight among adults, BMI < 18.5 kg/m2 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,1997,1997,1997,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_MLE,Male,4.0940564,4.1 [2.6-5.9],2.620554,5.921277
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2015,2015,2015,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_FMLE,Female,28.2,28.2 [13.8-50.3],13.8,50.3
NCD_BMI_PLUS1C,"Overweight among children and adolescents, BMI-for-age > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2001,2001,2001,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_MLE,Male,34.189466,34.2 [29.1-39.4],29.077104,39.360687
NCD_BMI_30A,"Obesity among adults, BMI ≥ 30 kg/m2 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-adults-bmi--30-%28age-standardized-estimate%29-%28-%29,2006,2006,2006,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_MLE,Male,25.125706,25.1 [22.3-28.1],22.269048,28.069377
NCD_BMI_MINUS2C,"Thinness among children and adolescents, BMI-for-age < -2 standard deviations below the median (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2022,2022,2022,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_MLE,Male,4.4745412,4.5 [2.2-7.7],2.1683715,7.7181399
NCD_BMI_18A,"Underweight among adults, BMI < 18.5 kg/m2 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,2012,2012,2012,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_MLE,Male,2.9037273,2.9 [1.9-4.1],1.9400476,4.1182339
NCD_BMI_18C,"Underweight among adults, BMI < 18.5 kg/m2 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28crude-estimate%29-%28-%29,2005,2005,2005,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_BTSX,Both sexes,2.8658444,2.9 [2.1-3.8],2.098334,3.8123235
NCD_BMI_30C,"Obesity among adults, BMI ≥ 30 kg/m2 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-adults-bmi--30-%28crude-estimate%29-%28-%29,2022,2022,2022,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_MLE,Male,28.025532,28.0 [22.9-33.5],22.856693,33.524618
NCD_BMI_18C,"Underweight among adults, BMI < 18.5 kg/m2 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28crude-estimate%29-%28-%29,2002,2002,2002,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_MLE,Male,3.4198057,3.4 [2.2-4.9],2.2229185,4.8832517
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-children-under-5-years-number,2007,2007,2007,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEVERITY,SEVERITY_MODERATE,Moderate,17.7,17.7 [5.21-48.9],5.21,48.9
NCD_BMI_30C,"Obesity among adults, BMI ≥ 30 kg/m2 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-adults-bmi--30-%28crude-estimate%29-%28-%29,2015,2015,2015,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_MLE,Male,28.391221,28.4 [25.2-31.6],25.23528,31.640342
NCD_BMI_PLUS1C,"Overweight among children and adolescents, BMI-for-age > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,1990,1990,1990,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_BTSX,Both sexes,24.831748,24.8 [19.1-30.9],19.05072,30.912027
NCD_BMI_18C,"Underweight among adults, BMI < 18.5 kg/m2 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28crude-estimate%29-%28-%29,2015,2015,2015,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_BTSX,Both sexes,2.5384881,2.5 [1.9-3.4],1.8503236,3.3923794
NCD_BMI_PLUS2C,"Obesity among children and adolescents, BMI-for-age > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2009,2009,2009,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_BTSX,Both sexes,15.382518,15.4 [10.3-21.3],10.30961,21.265832
NCD_BMI_PLUS2C,"Obesity among children and adolescents, BMI-for-age > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,1995,1995,1995,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_MLE,Male,11.543632,11.5 [6.4-17.9],6.4261168,17.851996
NCD_BMI_MINUS2C,"Thinness among children and adolescents, BMI-for-age < -2 standard deviations below the median (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2012,2012,2012,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_MLE,Male,3.1728774,3.2 [1.2-6.5],1.2077455,6.52235
NCD_BMI_PLUS1C,"Overweight among children and adolescents, BMI-for-age > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,1997,1997,1997,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_BTSX,Both sexes,27.957371,28.0 [21.7-34.6],21.726593,34.556827
NCD_BMI_18A,"Underweight among adults, BMI < 18.5 kg/m2 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,2007,2007,2007,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_BTSX,Both sexes,2.880797,2.9 [2.1-3.8],2.1448715,3.7716016
NCD_BMI_25A,"Overweight among adults, BMI ≥ 25 kg/m2 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-adults-bmi--25-%28age-standardized-estimate%29-%28-%29,1994,1994,1994,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_BTSX,Both sexes,59.732604,59.7 [56.3-63.1],56.305945,63.126689
NCD_BMI_18C,"Underweight among adults, BMI < 18.5 kg/m2 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28crude-estimate%29-%28-%29,2018,2018,2018,EMR,Eastern Mediterranean,ARE,United Arab Emirates,SEX,SEX_FMLE,Female,2.7802279,2.8 [1.8-4.0],1.8269695,3.9678935
